PMA_PMN_NUM,rpss,rpss_category,recall_count,total_adverse_events,unique-manufacturers,device_class,root_cause_description,last_scored,device_name
K070292,0.082180721,Low,16,16,0,2,Error in labeling,2:35:19 AM,"DUROM HIP RESURFACING SYSTEM, FEMORAL COMPONENTS"
K191021,0.081807278,Low,39,39,0,2,Labeling False and Misleading,2:35:19 AM,"Terragene Bionova, Terragene Bionova, Terragene Integron, Terragene Cintape, Terragene Chemdye"
K151182,0.081801818,Low,2,4,0,2,Environmental control,2:35:19 AM,LiquiBand Exceed
K152476,0.081801818,Low,2,4,0,2,Environmental control,2:35:19 AM,Exofin High Viscosity Tissue Adhesive
K162352,0.081801807,Low,2,2,0,2,Environmental control,2:35:19 AM,derma+flex QS High Viscosity Tissue Adhesive
K183570,0.081801807,Low,2,2,0,2,Environmental control,2:35:19 AM,LiquiBand Plus
K202678,0.081533787,Low,0,9,0,2,Other,2:35:19 AM,OMNI Surgical System
K140130,0.081376699,Low,2,4,0,2,Error in labeling,2:35:19 AM,"X-ALT HIGHLY CROSS LINKED ACETABULAR LINERS WITH VITAMIN E, NEUTRAL, 10 DEGREE HOODED, 20 DEGREE HOODED"
K192806,0.081099061,Low,4,12,0,2,Labeling mix-ups,2:35:19 AM,DENTCA Crown and Bridge
K122983,0.08073,Low,0,7,0,2,Other,2:35:19 AM,KSEA BIPOLAR ELECTRODE
K202042,0.080629829,Low,3,9,0,2,Labeling False and Misleading,2:35:19 AM,Reprocessed ViewFlex Xtra Ice Diagnostic Ultrasound Catheter
K203108,0.080509468,Low,3,12,0,2,Labeling mix-ups,2:35:19 AM,Ignite Stemless Anatomic Shoulder System
K111751,0.080403372,Low,0,13,0,2,Other,2:35:19 AM,"VERSAPOINT II BIPOLAR ELECTROSURGERY GENERATOR, VERSAPOINT II 44MM ANGLED LOOP ELECTRODE, VERSAPOINT II FOOTSWITCH, VERS"
P030050/S05,0.080303033,Low,0,3,0,,Other,2:35:19 AM,—
K913514,0.080303033,Low,0,3,0,,Other,2:35:19 AM,—
K230297,0.080270331,Low,4,12,0,,Under Investigation by firm,2:35:19 AM,PMT Expandable Cage (PMT EXP)
K100154,0.080270287,Low,4,4,0,,Under Investigation by firm,2:35:19 AM,FIXCET SPINAL FACET SCREW SYSTEM
K241035,0.080270287,Low,4,4,0,,Under Investigation by firm,2:35:19 AM,PMT Posterior Cervical Stabilization System (PCSS)
K152067,0.080208363,Low,0,26,0,2,Other,2:35:19 AM,Ponto bone anchored hearing system
K060981,0.08017401,Low,0,9,0,2,Other,2:35:19 AM,"PLAYTEX SPORT PLASTIC, PLAYTEX SPORT PLASTIC MULTIPACK TAMPONS"
K121317,0.080115037,Low,0,193,0,2,Other,2:35:19 AM,COCHLEAR BAHA IMPLANT SYSTEM
K181124,0.080056266,Low,0,21,0,2,Other,2:35:19 AM,Acessa ProVu System
K180007,0.080006284,Low,30,150,0,2,Labeling False and Misleading,2:35:19 AM,018 Hydrophilic Coated OTW PTA Balloon Dilatation Catheter
K211081,0.080000415,Low,0,7,0,2,Other,2:35:19 AM,AlphaVac Multipurpose Mechanical Aspiration (MMA) System
K243503,0.080000005,Low,0,2,0,2,Other,2:35:19 AM,VIA360™ Surgical System
K111684,0.08,Low,0,1,0,2,Other,2:35:19 AM,"PLAYTEX SPORT (UNSCENTED) ,(SCENTED) WITH ODORSHIELD"
K043369,0.08,Low,0,1,0,2,Other,2:35:19 AM,CERVEX-BRUSH COMBI
K182116,0.08,Low,0,1,0,2,Other,2:35:19 AM,"BA310 Abutment, BIA310 Implant/Abutment"
K110076,0.079969302,Low,3,6,0,2,Labeling False and Misleading,2:35:19 AM,REPROCESSED 3D DIAGNOSTIC ULTRASOUND CATHETER
K173388,0.079638044,Low,3,9,0,2,Labeling mix-ups,2:35:19 AM,Exactech Equinoxe Stemless Shoulder
K171858,0.079598313,Low,4,4,0,2,Labeling mix-ups,2:35:19 AM,Sidus Stem-Free Shoulder
K161700,0.079588388,Low,3,30,0,2,Labeling False and Misleading,2:35:19 AM,"SoundStar eco 8F 3D Diagnostic eco Ultrasound Catheters, SoundStar eco 8F G 3D Diagnostic eco Ultrasound Catheters"
P950001/S000,0.079545458,Low,0,3,0,,Other,2:35:19 AM,—
K950729,0.079545456,Low,0,2,0,,Other,2:35:19 AM,—
K193226,0.079459413,Low,3,15,0,2,Labeling mix-ups,2:35:19 AM,AltiVate Anatomic Canal-Sparing (CS) Shoulder
K120370,0.079378922,Low,2,6,0,2,Error in labeling,2:35:19 AM,VIVACIT-E VITAMIN E HIGHLY CROSSLINKED POLYETHYLENE LINERS
K034050,0.079372198,Low,21,147,0,2,Labeling Change Control,2:35:19 AM,"CORDIS OPTEASE VENA CAVA FILTER, MODELS 466-F220A AND 466-F220B; RETRIEVABLE CATHETER, MODEL 466-C220F"
K031328,0.079364137,Low,21,105,0,2,Labeling Change Control,2:35:19 AM,"RECOVERY FILTER SYSTEM, MODEL RF-048F"
K070303,0.079348299,Low,11,33,0,,Employee error,2:35:19 AM,SILICONE TISSUE EXPANDER
K070983,0.079315359,Low,3,522,0,2,Labeling Change Control,2:35:19 AM,OLYMPUS XBF-UC180F-DT8 ULTRASONIC BRONCHOFIBERVIDEOSCOPE USED WITH ALOKA SSD-ALPHA 5/10 ULTRASOUND SYSTEM
K233680,0.079297911,Low,21,588,0,2,Labeling Change Control,2:35:19 AM,Celect Platinum Vena Cava Filter Set for Femoral Vein Approach (IGTCFS-65-1-FEM-CELECT-PT); Celect Platinum Vena Cava Filter Set for Jugular Vein Approach (IGTCFS-65-1-JUG-CELECT-PT); Celect Platinum Vena Cava Filter Set for Femoral and Jugular Vein Approach (IGTCFS-65-1-UNI-CELECT-PT); Günther Tulip Vena Cava Filter Set for Femoral Vein Approach (IGTCFS-65-1-FEM-TULIP); Günther Tulip Vena Cava Filter Set for Jugular Vein Approach (IGTCFS-65-1-JUG-TULIP); Günther Tulip Vena Cava Filter
K133243,0.079268004,Low,21,378,0,2,Labeling Change Control,2:35:19 AM,OPTION ELITE VENA CAVA FILTER SYSTEM
K130366,0.079124207,Low,21,1722,0,2,Labeling Change Control,2:35:19 AM,BARD DENALI FILTER SYSTEM- FEMORAL DELIVERY KIT AND JUGULAR DELIVERY KIT
K143552,0.079052621,Low,3,45,0,2,Labeling mix-ups,2:35:19 AM,Simpliciti Shoulder System
K231621,0.079016916,Low,3,3,0,2,Labeling False and Misleading,2:35:19 AM,Reprocessed ViewFlex Xtra ICE Catheter (D087031)
K210655,0.079016916,Low,3,3,0,2,Labeling False and Misleading,2:35:19 AM,Reprocessed Eagle Eye Platinum RX Digital IVUS Catheter
K231588,0.079016916,Low,3,3,0,2,Labeling False and Misleading,2:35:19 AM,ViewFlex™ Eco Reprocessed ICE Catheter
K182516,0.079016916,Low,3,3,0,2,Labeling mix-ups,2:35:19 AM,Comprehensive Nano Stemless Shoulder
K130365,0.078940589,Low,2,14,0,2,Error in labeling,2:35:19 AM,X-ALT HIGHLY CROSS LINKED VE ACETABULAR LINER
K093659,0.078939704,Low,21,84,0,2,Labeling Change Control,2:35:19 AM,"ECLIPSE FILTER SYSTEM-FEMORAL DELIVERY KIT, ECLIPSE FILTER SYSTEM-JUGULAR/SUBCLAVIAN DELIVERY KIT MODEL RF500F MODEL RF5"
K932755,0.07890443,Low,0,2,0,,Other,2:35:19 AM,—
K073374,0.078853672,Low,21,21,0,2,Labeling Change Control,2:35:19 AM,"COOK CLECT VENA CAVA FILTER, GUNTHER TULIP VENA CAVA FILTER RETRIEVAL SET"
K082305,0.078853672,Low,21,21,0,2,Labeling Change Control,2:35:19 AM,G2 EXPRESS FILTER SYSTEM - FEMORAL AND JUGULAR/SUBCLAVIAN DELIVERY KITS
K241507,0.078853672,Low,21,21,0,2,Labeling Change Control,2:35:19 AM,"ALN Optional Vena Cava Filter (FB.010500, FF.010995, FJ.120096, FB.HOOK, FF.HOOK, FJ.HOOK)"
K211875,0.078853672,Low,21,21,0,2,Labeling Change Control,2:35:19 AM,"Cook Celect Platinum Vena Cava Filter Set for Femoral Vein Approach, Cook Celect Platinum Vena Cava Filte Set for Jugular Vein Approach, Cook Celect Platinum Vena Cava Filter Set for Femoral and Jugular Vein Approach"
K072240,0.078853672,Low,21,21,0,2,Labeling Change Control,2:35:19 AM,GUNTHER TULIP VENA CAVA FILTER
K152765,0.078853672,Low,21,21,0,2,Labeling Change Control,2:35:19 AM,VENATECH CONVERTIBLE VENA CAVA FILTER SYSTEM
K234060,0.078806474,Low,5,5,0,2,Labeling mix-ups,2:35:19 AM,KIDNEYvault Portable Renal Perfusion System
K191006,0.078806474,Low,5,5,0,2,Labeling mix-ups,2:35:19 AM,EasiSlush
K183525,0.078758123,Low,2,670,0,2,Labeling Change Control,2:35:19 AM,EVIS EUS Ultrasound Bronchofibervideoscope Olympus BF-UC190F
K971244,0.078636524,Low,2,12,0,2,Labeling mix-ups,2:35:19 AM,PROVOX 2 VOICE PROSTHESIS SYSTEM
K022892,0.078499725,Low,4,4,0,2,Labeling mix-ups,2:35:19 AM,ASCENSION SILLICONE MCP
K211385,0.078499725,Low,4,4,0,2,Labeling mix-ups,2:35:19 AM,KeriFlex® MCP and PIP Finger Joint Prostheses
K112933,0.078190391,Low,4,4,0,2,Error in labeling,2:35:19 AM,ACCESS THYROGLOBULIN ANITBODY
K052401,0.078115904,Low,1,2,0,2,Labeling mix-ups,2:35:19 AM,GYNECARE TVT SECUR SYSTEM
K173491,0.078001576,Low,2,10,0,2,Labeling mix-ups,2:35:19 AM,RTS Lesser MTP Implant System
K123914,0.077971639,Low,1,6,0,2,Labeling mix-ups,2:35:19 AM,RESTORELLE Y CONTOUR
K140036,0.077958442,Low,1,29,0,2,Labeling Change Control,2:35:19 AM,APTUS HELI-FX GUIDE - 22CM DEFLECTABLE LENGTH; APTUS HELI-FX GUIDE - 28CM DEFLECTABLE LENGTH; APTUS HELI-FX APPLIER WITH
K121562,0.077887562,Low,1,138,0,2,Labeling mix-ups,2:35:19 AM,ALTIS SINGLE INCISION CLING SYSTEM
K081275,0.077883181,Low,1,15,0,2,Labeling mix-ups,2:35:19 AM,BOSTON SCIENTIFIC SURGICAL MESH
K122794,0.077883013,Low,1,10,0,2,Labeling mix-ups,2:35:19 AM,UPSYLON Y MESH
K20234,0.07787879,Low,0,3,0,,Other,2:35:19 AM,—
K132061,0.077876203,Low,1,20,0,2,Labeling mix-ups,2:35:19 AM,"RESTORELLE M, RESTORELLE XL"
K222364,0.077854127,Low,1,4,0,2,Error in labeling,2:35:19 AM,"Xtrallux Alpha (XA136R-USA), Xtrallux Super Plus (XS276R-USA/XS276L-USA), Xtrallux Turbo Pro (XP316R-USA), Xtrallux Extreme RX (XR352R-USA)"
K150023,0.077854124,Low,1,2,0,2,Labeling mix-ups,2:35:19 AM,Vertessa Lite Y-Mesh
K182957,0.077854122,Low,1,1,0,2,Labeling Change Control,2:35:19 AM,Heli-FX EndoAnchor System
K092607,0.077854122,Low,1,1,0,2,Labeling mix-ups,2:35:19 AM,AJUST ADJUSTABLE SINGLE INCISION SLING
K020652,0.077854122,Low,1,1,0,2,Labeling mix-ups,2:35:19 AM,HERNIAMESH T-SLING
K113205,0.077854122,Low,1,1,0,2,Labeling mix-ups,2:35:19 AM,ARTISYN Y-SHAPED MESH
K221700,0.07780257,Low,11,33,0,2,Other,2:35:19 AM,AutoPulse NXT Resuscitation System
K951589,0.076767679,Low,0,3,0,,Other,2:35:19 AM,—
P980007,0.076767678,Low,0,2,0,,Other,2:35:19 AM,"Total, Prostate Specific Antigen (Noncomplexed & Complexed) For Detection Of Prostate Cancer"
K173553,0.076720318,Low,11,33,0,2,Other,2:35:19 AM,LUCAS 3 Chest Compression System
K134031,0.076601043,Low,121,242,0,2,Other,2:35:19 AM,"THREADER MONORAIL MICRO-DILATATION CATHETER, THREADER OVER-THE-WIRE MICRO-DILATATION CATHETER"
K161768,0.076402895,Low,11,66,0,2,Other,2:35:19 AM,LUCAS 3 Chest Compression System
K820355,0.076212122,Low,0,2,0,,Other,2:35:19 AM,—
K933200,0.076212122,Low,0,2,0,,Other,2:35:19 AM,—
K043517,0.076071297,Low,11,121,0,2,Other,2:35:19 AM,"TRANSMITTER, ZS-940PA SERIES"
EUA220490,0.075974186,Low,0,12,0,,Other,2:35:19 AM,—
K880298,0.075974031,Low,0,5,0,,Other,2:35:19 AM,—
P200039/S00,0.075974027,Low,0,2,0,,Other,2:35:19 AM,—
K921997,0.075974027,Low,0,2,0,,Other,2:35:19 AM,—
K140383,0.075776884,Low,11,44,0,,Employee error,2:35:19 AM,ALLOX2 TISSUE EXPANDERS
E330808,0.07575759,Low,0,2,0,,Other,2:35:19 AM,—
K811078,0.075757582,Low,0,6,0,,Other,2:35:19 AM,—
K940953,0.075757577,Low,0,2,0,,Other,2:35:19 AM,—
K112998,0.075572703,Low,11,3487,0,2,Other,2:35:19 AM,AUTOPULSE RESUSCITATION SYSTEM MODEL 1000
K844426,0.075559948,Low,0,2,0,,Other,2:35:19 AM,—
K141809,0.07543799,Low,11,176,0,2,Other,2:35:19 AM,RMU-1000 AUTOMATED CHEST COMPRESSION SYSTEM
K001104,0.07537879,Low,0,3,0,,Other,2:35:19 AM,—
K221925,0.075294187,Low,2,2,0,2,Process change control,2:35:19 AM,ID NOW COVID-19 2.0
K790366,0.075212122,Low,0,2,0,,Other,2:35:19 AM,—
KI72220,0.075212122,Low,0,2,0,,Other,2:35:19 AM,—
K211289,0.075205208,Low,11,44,0,2,Other,2:35:19 AM,RMU-2000 Automated Chest Compression System
K090422,0.075205085,Low,11,11,0,2,Other,2:35:19 AM,LUCAS 2
K972525,0.075205085,Low,11,11,0,2,Other,2:35:19 AM,THUMPER
K211676,0.075076632,Low,11,66,0,,Employee error,2:35:19 AM,Motiva Flora SmoothSilk Tissue Expander
K780130,0.075058276,Low,0,2,0,,Other,2:35:19 AM,—
K182335,0.075035017,Low,11,187,0,,Employee error,2:35:19 AM,CPX 4 Breast Tissue Expander with Smooth Surface
K092021,0.075011977,Low,5,15,0,,Material/Component Contamination,2:35:19 AM,CRYOVALVE SG PULMONARY HUMAN HEART VALVE (AND CONDUIT)
K052198,0.074997692,Low,5,15,0,1,Employee error,2:35:19 AM,RELIEVA SINUS BALLOON INFLATION DEVICE
K161176,0.074932676,Low,11,242,0,,Employee error,2:35:19 AM,ARTOURA Breast Tissue Expanders with Smooth Surface
K1112372,0.074915829,Low,0,4,0,,Other,2:35:19 AM,—
K873247,0.074915827,Low,0,3,0,,Other,2:35:19 AM,—
K791619,0.074915826,Low,0,2,0,,Other,2:35:19 AM,—
K930217,0.074915826,Low,0,2,0,,Other,2:35:19 AM,—
K102806,0.07486343,Low,11,55,0,,Employee error,2:35:19 AM,NATRELLE 133 TISSUE EXPANDER WITH SUTURE TABS
K180890,0.074783552,Low,0,3,0,,Other,2:35:19 AM,—
K800207,0.074783551,Low,0,2,0,,Other,2:35:19 AM,—
K130813,0.074765282,Low,11,286,0,,Employee error,2:35:19 AM,MENTOR CPX 4 BREAST TISSUE EXPANDERS AND MENTOR CPX 4 WITH SUTURE TABS BREAST TISSUE EXPANDERS
K182054,0.074631353,Low,11,649,0,,Employee error,2:35:19 AM,Natrelle 133S Tissue Expander
K050519,0.07462556,Low,27,162,0,1,Under Investigation by firm,2:35:19 AM,ADVANCED TURBO DRIVE SYSTEM
K152496,0.074586367,Low,11,11,0,,Employee error,2:35:19 AM,CPX 4 Breast Tissue Expander
K143354,0.074586367,Low,11,11,0,,Employee error,2:35:19 AM,Natrelle 133 Plus Tissue Expander
K974209,0.074586367,Low,11,11,0,,Employee error,2:35:19 AM,SILICONE TISSUE/INFLATABLE TISSUE EXPANDER
K161483,0.074586367,Low,11,11,0,,Employee error,2:35:19 AM,Unger Quad Injector
K894593,0.074545456,Low,0,2,0,,Other,2:35:19 AM,—
K163479,0.074542813,Low,30,60,0,2,Labeling False and Misleading,2:35:19 AM,R2P Metacross RX
K102936,0.074448663,Low,51,9384,0,2,Environmental control,2:35:19 AM,"HOMECHOICE/HOMECHOICE PRO AUTOMATED PERSONAL CYCLER PERITONEAL DIALYSIS SYSTEM MODEL 5C4471, 5C8310, 5C4471R AND 5C8310R"
K954234,0.074437934,Low,0,6,0,,Other,2:35:19 AM,—
K173718,0.074255927,Low,50,37150,0,2,Environmental control,2:35:19 AM,Liberty Cycler Set
K222318,0.074114329,Low,50,30600,0,2,Environmental control,2:35:19 AM,Fresenius Liberty Select Cycler
K912362,0.074069269,Low,0,5,0,,Other,2:35:19 AM,—
K151525,0.073991401,Low,50,3250,0,2,Environmental control,2:35:19 AM,Amia Automated PD System with Sharesource
K890328,0.07391484,Low,0,14,0,,Other,2:35:19 AM,—
K791137,0.073843723,Low,0,19,0,,Other,2:35:19 AM,—
K912362/ K92,0.073843704,Low,0,4,0,,Other,2:35:19 AM,—
K214213,0.073843704,Low,0,4,0,,Other,2:35:19 AM,—
P910077/S002,0.073843702,Low,0,2,0,,Other,2:35:19 AM,—
K896554,0.073843701,Low,0,2,0,,Other,2:35:19 AM,—
K211044,0.073784025,Low,30,90,0,2,Labeling False and Misleading,2:35:19 AM,Sublime Radial Access 018 RX Dilatation Catheter
K052334/K970,0.073712145,Low,0,20,0,,Other,2:35:19 AM,—
P960004/S006,0.073712123,Low,0,2,0,,Other,2:35:19 AM,—
K943301,0.073712122,Low,0,2,0,,Other,2:35:19 AM,—
K181108,0.073711805,Low,50,16400,0,2,Environmental control,2:35:19 AM,Fresenius Liberty Select Cycler
K790313,0.073651148,Low,0,3,0,,Other,2:35:19 AM,—
NI.,0.07359308,Low,0,3,0,,Other,2:35:19 AM,—
K862801,0.073537704,Low,0,2,0,,Other,2:35:19 AM,—
K920768,0.073537704,Low,0,2,0,,Other,2:35:19 AM,—
EUA200742,0.073484863,Low,0,2,0,,Other,2:35:19 AM,—
K925903,0.07348485,Low,0,2,0,,Other,2:35:19 AM,—
K823727,0.073434346,Low,0,3,0,,Other,2:35:19 AM,—
K935270,0.073434345,Low,0,2,0,,Other,2:35:19 AM,—
K012988,0.073421558,Low,51,102,0,2,Environmental control,2:35:19 AM,"HOMECHOICE PERSONAL CYCLER PERITONEAL DIALYSIS SYSTEM, MODELS 5C8310, 5C8302, 5C4471, 5C4469"
K844974,0.073386037,Low,0,3,0,,Other,2:35:19 AM,—
K810820,0.073386037,Low,0,3,0,,Other,2:35:19 AM,—
K843187,0.073295461,Low,0,6,0,,Other,2:35:19 AM,—
P040024 S127,0.073295459,Low,0,4,0,,Other,2:35:19 AM,—
K882270,0.073295458,Low,0,4,0,,Other,2:35:19 AM,—
K822781,0.073295457,Low,0,3,0,,Other,2:35:19 AM,—
K992734,0.073267653,Low,19,551,0,2,Storage,2:35:19 AM,BECTON DICKINSON SYRINGE
P010068/S6,0.073252939,Low,0,2,0,,Other,2:35:19 AM,—
K813338,0.073252939,Low,0,2,0,,Other,2:35:19 AM,—
K942091,0.073212122,Low,0,2,0,,Other,2:35:19 AM,—
K950386,0.073212122,Low,0,2,0,,Other,2:35:19 AM,—
K131907,0.073182602,Low,0,11,0,,Other,2:35:19 AM,RAYPEX 6
K843018,0.073135201,Low,0,3,0,,Other,2:35:19 AM,—
K880571,0.073135199,Low,0,2,0,,Other,2:35:19 AM,—
K171652,0.073122223,Low,50,50,0,2,Environmental control,2:35:19 AM,Fresenius Liberty Select Cycler
K123630,0.073122223,Low,50,50,0,2,Environmental control,2:35:19 AM,FRESENIUS LIBERTY CYCLER
K201867,0.073122223,Low,50,50,0,2,Environmental control,2:35:19 AM,"Homechoice Claria APD System, Sharesource Connectivity Platform for Use with the Homechoice Claria APD System"
PO60011,0.07309892,Low,0,5,0,,Other,2:35:19 AM,—
P190005/S002,0.073098917,Low,0,3,0,,Other,2:35:19 AM,—
K123743,0.073046202,Low,17,34,0,2,Storage,2:35:19 AM,ULTRASAFE PLUS PASSIVE NEEDLE GUARD
EUA201779,0.073030317,Low,0,2,0,,Other,2:35:19 AM,—
K911202,0.073030307,Low,0,4,0,,Other,2:35:19 AM,—
K920703,0.072997838,Low,0,3,0,,Other,2:35:19 AM,—
EUA203086,0.07293722,Low,0,67,0,,Other,2:35:19 AM,—
K871080,0.072936267,Low,0,7,0,,Other,2:35:19 AM,—
K831386,0.072936262,Low,0,3,0,,Other,2:35:19 AM,—
K926107,0.072907038,Low,0,2,0,,Other,2:35:19 AM,—
EXEMPT,0.07288804,Low,0,114903,0,,Other,2:35:19 AM,—
K840388,0.072878799,Low,0,10,0,,Other,2:35:19 AM,—
K083396,0.072851467,Low,0,2,0,,Other,2:35:19 AM,—
K925510,0.072851467,Low,0,2,0,,Other,2:35:19 AM,—
K844296,0.072851467,Low,0,2,0,,Other,2:35:19 AM,—
K952074,0.072825031,Low,0,6,0,,Other,2:35:19 AM,—
K945788,0.072825029,Low,0,5,0,,Other,2:35:19 AM,—
K932569,0.072825027,Low,0,3,0,,Other,2:35:19 AM,—
K873448,0.072774622,Low,0,2,0,,Other,2:35:19 AM,—
K800122,0.072774622,Low,0,2,0,,Other,2:35:19 AM,—
K,0.072774622,Low,0,2,0,,Other,2:35:19 AM,—
P170007/S014,0.072727279,Low,0,5,0,,Other,2:35:19 AM,—
K882433,0.072682713,Low,0,4,0,,Other,2:35:19 AM,—
K941381,0.072682712,Low,0,3,0,,Other,2:35:19 AM,—
K862303,0.072682711,Low,0,2,0,,Other,2:35:19 AM,—
K895379,0.072661401,Low,0,5,0,,Other,2:35:19 AM,—
K951986,0.072661399,Low,0,3,0,,Other,2:35:19 AM,—
EXEMPTEXEMPT,0.072641028,Low,0,24,0,,Other,2:35:19 AM,—
K933539,0.072640699,Low,0,6,0,,Other,2:35:19 AM,—
K903340,0.072640696,Low,0,4,0,,Other,2:35:19 AM,—
P160019/S014,0.072640696,Low,0,3,0,,Other,2:35:19 AM,—
K873461,0.072601016,Low,0,6,0,,Other,2:35:19 AM,—
K940905,0.072581987,Low,0,3,0,,Other,2:35:19 AM,—
EXEMP,0.072575772,Low,2,2,0,,Other,2:35:19 AM,—
N A,0.072563479,Low,0,3,0,,Other,2:35:19 AM,—
K810352,0.072563474,Low,0,2,0,,Other,2:35:19 AM,—
K945278,0.072545458,Low,0,4,0,,Other,2:35:19 AM,—
K820867,0.072494177,Low,0,5,0,,Other,2:35:19 AM,—
P100016 S017,0.072477949,Low,0,4,0,,Other,2:35:19 AM,—
K883909,0.072477945,Low,0,2,0,,Other,2:35:19 AM,—
P030005/S079,0.072462126,Low,0,4,0,,Other,2:35:19 AM,—
K951462,0.072462125,Low,0,4,0,,Other,2:35:19 AM,—
K862046,0.072446693,Low,0,4,0,,Other,2:35:19 AM,—
K843017,0.072446691,Low,0,3,0,,Other,2:35:19 AM,—
P930036_OUS,0.072446691,Low,0,2,0,,Other,2:35:19 AM,—
P2100006,0.072431643,Low,0,7,0,,Other,2:35:19 AM,—
K944565,0.072416948,Low,0,7,0,,Other,2:35:19 AM,—
K780126,0.072416945,Low,0,5,0,,Other,2:35:19 AM,—
K904240,0.072374914,Low,0,3,0,,Other,2:35:19 AM,—
K943139,0.072361555,Low,0,8,0,,Other,2:35:19 AM,—
K914190,0.072348492,Low,0,7,0,,Other,2:35:19 AM,—
K892265,0.072348487,Low,0,3,0,,Other,2:35:19 AM,—
K942183,0.072335718,Low,0,2,0,,Other,2:35:19 AM,—
K953483,0.072323233,Low,0,2,0,,Other,2:35:19 AM,—
K950889,0.072299085,Low,0,7,0,,Other,2:35:19 AM,—
K843014,0.072299085,Low,0,7,0,,Other,2:35:19 AM,—
K801119,0.072299079,Low,0,2,0,,Other,2:35:19 AM,—
K760383,0.072275962,Low,0,10,0,,Other,2:35:19 AM,—
PMA150009,0.072264759,Low,0,5,0,,Other,2:35:19 AM,—
K831328,0.072264755,Low,0,3,0,,Other,2:35:19 AM,—
K912702,0.072253793,Low,0,5,0,,Other,2:35:19 AM,—
K800298,0.072243076,Low,0,23,0,,Other,2:35:19 AM,—
K921872,0.072232532,Low,0,3,0,,Other,2:35:19 AM,—
K940347,0.072222227,Low,0,5,0,,Other,2:35:19 AM,—
K791498,0.072222226,Low,0,4,0,,Other,2:35:19 AM,—
K911260,0.072212125,Low,0,4,0,,Other,2:35:19 AM,—
P1005A,0.072192515,Low,0,2,0,,Other,2:35:19 AM,—
K811833,0.072192514,Low,0,2,0,,Other,2:35:19 AM,—
K915889,0.072164506,Low,0,4,0,,Other,2:35:19 AM,—
K884913,0.072155521,Low,0,4,0,,Other,2:35:19 AM,—
P950037/S048,0.072155519,Low,0,2,0,,Other,2:35:19 AM,—
EUA201036,0.072146715,Low,0,2,0,,Other,2:35:19 AM,—
K923407,0.072138048,Low,0,2,0,,Other,2:35:19 AM,—
P900060S019,0.072129554,Low,0,2,0,,Other,2:35:19 AM,—
K790071/ K89,0.072129554,Low,0,2,0,,Other,2:35:19 AM,—
K861153,0.072121218,Low,0,6,0,,Other,2:35:19 AM,—
K943697,0.072121216,Low,0,4,0,,Other,2:35:19 AM,—
K953385,0.072121214,Low,0,3,0,,Other,2:35:19 AM,—
K870730,0.072113027,Low,0,5,0,,Other,2:35:19 AM,—
K925403,0.072113026,Low,0,4,0,,Other,2:35:19 AM,—
P140029 S050,0.072104985,Low,0,5,0,,Other,2:35:19 AM,—
K921899,0.072104984,Low,0,6,0,,Other,2:35:19 AM,—
K941814,0.072104981,Low,0,3,0,,Other,2:35:19 AM,—
K953809,0.072089315,Low,0,2,0,,Other,2:35:19 AM,—
K880167,0.072074191,Low,0,2,0,,Other,2:35:19 AM,—
K954340,0.072066833,Low,0,10,0,,Other,2:35:19 AM,—
P790002/S026,0.072059583,Low,0,4,0,,Other,2:35:19 AM,—
K915414,0.072059582,Low,0,4,0,,Other,2:35:19 AM,—
K943347,0.072052462,Low,0,5,0,,Other,2:35:19 AM,—
K860484,0.072045459,Low,0,5,0,,Other,2:35:19 AM,—
K941536,0.072045458,Low,0,4,0,,Other,2:35:19 AM,—
K921352,0.072031798,Low,0,5,0,,Other,2:35:19 AM,—
EUA210505,0.072025304,Low,0,13,0,,Other,2:35:19 AM,—
K924439,0.072025135,Low,0,6,0,,Other,2:35:19 AM,—
P100016 S019,0.072018585,Low,0,9,0,,Other,2:35:19 AM,—
EXEMPTED,0.072012238,Low,0,9,0,,Other,2:35:19 AM,—
K190744,0.072007927,Low,19,46759,0,2,Labeling Change Control,2:35:19 AM,"ENDOEYE HD II (WA50040A, WA50042A, WA50050A, WA50052A)"
K860701,0.072005777,Low,0,5,0,,Other,2:35:19 AM,—
K842076,0.071999525,Low,0,3,0,,Other,2:35:19 AM,—
K905810,0.071999525,Low,0,3,0,,Other,2:35:19 AM,—
PENDING,0.071987318,Low,0,3,0,,Other,2:35:19 AM,—
K922573,0.071981361,Low,0,8,0,,Other,2:35:19 AM,—
P050046/S000,0.071975483,Low,0,3,0,,Other,2:35:19 AM,—
K944796,0.071969713,Low,0,14,0,,Other,2:35:19 AM,—
P990071/S037,0.071969703,Low,0,5,0,,Other,2:35:19 AM,—
K920068,0.071969703,Low,0,6,0,,Other,2:35:19 AM,—
P100022/S027,0.071964006,Low,0,4,0,,Other,2:35:19 AM,—
K860149,0.071964005,Low,0,4,0,,Other,2:35:19 AM,—
K811885,0.071947428,Low,0,11,0,,Other,2:35:19 AM,—
P10016-S008,0.07194207,Low,0,15,0,,Other,2:35:19 AM,—
K904588,0.071942051,Low,0,3,0,,Other,2:35:19 AM,—
K080948,0.071927101,Low,19,399,0,2,Labeling Change Control,2:35:19 AM,HD ENDOEYE LAPARO-THORACO VIDEOSCOPE OLYMPUS LTF TYPE VH
K871510,0.071926409,Low,0,3,0,,Other,2:35:19 AM,—
K903205,0.071921346,Low,0,5,0,,Other,2:35:19 AM,—
